upc_ca_ona_100000.wav	Igualment, la regulació de la conservació de la història clínica permetrà resoldre casos que, a hores d'ara, van arribant d'un en un.
upc_ca_ona_100001.wav	Per tant, des del primer moment, vaig ser molt sensible en aquest tema. Vaig tenir bona relació, en aquell moment, amb el síndic de la Paeria. Després, a poc a poc, han anat sorgint altres síndics locals, no?
upc_ca_ona_100002.wav	Molt breument li volem agrair, doncs, les seves exposicions tant la d'ahir, com avui en les seves respostes, en nom del nostre Grup Parlamentari.
upc_ca_ona_100003.wav	Volem desitjar-li èxits per a aquestes jornades, doncs, que organitza la setmana entrant la Federació Iberoamericana de Voluntaris, aquí a Barcelona, i també èxits a la seva presidència europea també de voluntaris.
upc_ca_ona_100004.wav	El que plantejava la companya Marisa fa un moment, que s'obrien les quotes amb relació al servei domèstic i no d'altres opcions, no tenia res a veure amb el mercat de treball.
upc_ca_ona_100005.wav	Jo m'atreveixo a dir que era una selecció de quotes ideològica, ideologista en el pitjor sentit de la paraula.
upc_ca_ona_100006.wav	Si algú té alguna pregunta la faríem, si no, ho repeteixo, donaríem per acabada aquesta primera part de la reunió i acomiadaríem les persones que han vingut a comparèixer
upc_ca_ona_100007.wav	El segon tipus de cartografia que treballem és la cartografia operativa: vegeu la figura dotze.
upc_ca_ona_100008.wav	És a dir, la primera és: anem a l'emergència, moguem mitjans dins de l'emergència, treballem, dins de l'emergència.
upc_ca_ona_100009.wav	Penso que és més, com a mínim, pedagògic, sobretot per a vostès, que no pas escoltar un rotllo d'un hora llegit d'un paper.
upc_ca_ona_100010.wav	Per tant, no puc.
upc_ca_ona_100011.wav	Pregunta al Consell Executiu a respondre oralment en comissió sobre els terminis de la connexió amb Europa a través del #t #g #v.
upc_ca_ona_100012.wav	Debat i votació de la sol·licitud de compareixença del Partit d'Iniciativa per Catalunya - Verds.
upc_ca_ona_100013.wav	Això no vol dir que la xarxa no ha de ser flexible, flexible per als diferents menors que hi ha. No només flexible entre els autòctons i els que vénen sols: és que també entre els autòctons hi hauria d'haver flexibilitat.
upc_ca_ona_100014.wav	I estem parlant d'entitats que lloguen pisos per després fer de mediadors, o estem parlant d'ajuntaments que lloguen pisos distribuïts per les ciutats per no fer guetos?
upc_ca_ona_100015.wav	Tot i que també he de dir que som coneixedors de l'àmbit, de l'espai que té aquest centre d'assistència primària de Palafrugell, i probablement em podrien dir que no hi cap.
upc_ca_ona_100016.wav	Vostè ens ha vingut a dir que hi ha unes grans diferències entre la UAFSE i la Comissió.
upc_ca_ona_100017.wav	Tot i això, sembla que vostès tenen una estreta relació amb la UAFSE i que, a més a més, els agraeix els informes enviats.
upc_ca_ona_100018.wav	I no dubti que, quan jo tingui notificació de qualsevol control intern ho torno a dir: impulsats per la mateixa Conselleria, li ho donaré.
upc_ca_ona_100019.wav	No dubti que, si vostè em pregunta en qualsevol moment sobre l'estat d'aquests dos assumptes judicials en què està personada la Generalitat de Catalunya, jo, de tot el que em demani, informació i transparència li donaré.
upc_ca_ona_100020.wav	L'accident de trànsit avui, a Catalunya, és la primera causa de mortalitat de cinc a trenta-quatre anys, entre els catalans i les catalanes.
upc_ca_ona_100021.wav	Sí, molt bé. Jo ahir parlava amb un pagès del cantó de Ripoll, doncs, que li arriba la llum, però, és clar, ahir es va quedar tot el matí sense electricitat.
upc_ca_ona_100022.wav	En tot cas, ells tindran a partir d'ara un vuitanta set per cent de les accions i a nosaltres només ens en quedarà un tretze. Un tretze, sí, perquè tenien el cinquanta-dos, més el trenta-cinc, vuitanta-set; quedem amb el tretze.
upc_ca_ona_100023.wav	Doncs, no enganyem la gent, anem a la història, vegem exactament què és el que ha passat. Vegem que aquesta va ser una solució només d'uns mesos de la direcció de l'#a #t #m.
upc_ca_ona_100024.wav	S'adona que no té més temps i diu Gràcies, senyor president, i no dóna la solució definitiva, que tots esperem que sigui millor.
upc_ca_ona_100025.wav	Era un mal projecte?, és un mal projecte, la idea de la línia dotze?
upc_ca_ona_100026.wav	Nosaltres ho farem al revés de com ho volen pretendre vostès: vostès, incrementant el cànon, per tant accentuant la nocompetitivitat, per tant invitant a la deslocalització.
upc_ca_ona_100027.wav	Nosaltres diem: fem-ho al revés, exactament al revés, fem-ho a través del camí de l'incentiu fiscal.
upc_ca_ona_100028.wav	De conformitat amb la disposició final primera i el que estableix l'article cent onze punt u del Reglament del Parlament de Catalunya, l'aprovació de la Proposta de reforma del Reglament del Parlament requereix l'aprovació en votació final per la majoria absoluta.
upc_ca_ona_100029.wav	Aquesta llei contemplarà la situació de les vint-i-nou mil persones que reben pensions no contributives de jubilació, o les trenta-una mil persones que reben pensions no contributives d'invalidesa.
