6c7d6e53fb76e37a09ebdff4442f4319e41890322bd4c62c1ee5a7ae68ddf2a57501f690855789e81cebadf04f3f12ccbb1ef0f132fbb0aa176c4841de2465fa	common_voice_ca_17367585.mp3	Tots.	2	0	fourties	male	central
ac57629fdc5d966eefb08f1f3150a5ca85864fc1454424b6c11339f02f7d969e2176972c5788611f41b5a7f83847e7e0fdff7f9afb0477890a96303868785a1e	common_voice_ca_17367588.mp3	Passa alguna cosa?	2	0	twenties	male	central
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17367650.mp3	La distància màxima des del marge fins a la darrera fila de plantes conreades no podrà ser superior a dos-cents metres.	3	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17367674.mp3	Igualment fan rotació de manera consecutiva en horari de matí, tarda i nit.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17367675.mp3	La durada dels projectes no pot sobrepassar els tres anys, des de la data de la sol·licitud.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17367777.mp3	Somrigué.	2	0	fourties	male	valencian
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17367896.mp3	Grapa.	2	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17367922.mp3	Oh, Senyor!	2	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17367931.mp3	Què, doncs?	3	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17367950.mp3	El recordem amb catorze pensaments seus.	2	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17367951.mp3	Ho juro.	2	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17368066.mp3	Controla el compliment dels terminis en la tramitació dels expedients en via contenciosa.	2	0	thirties	male	central
6c7d6e53fb76e37a09ebdff4442f4319e41890322bd4c62c1ee5a7ae68ddf2a57501f690855789e81cebadf04f3f12ccbb1ef0f132fbb0aa176c4841de2465fa	common_voice_ca_17368067.mp3	"La cessió global d'actius i passius implicarà l'extinció sense liquidació del consorci cedent."	3	0	fourties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17368104.mp3	O sí?	2	0	thirties	male	central
836c3fb598343a6f544097d59a64ac1145a3cb7570c3658c422a80765872e8b70bb14ed08aa46c82067ea92a39c0f6c66bf9ac68b8439a58e9fe87d6ebb1a8af	common_voice_ca_17368107.mp3	"En cas de mesos no complerts l'import correspondrà a la part proporcional dels dies treballats."	2	0	thirties	male	central
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368389.mp3	Elabora previsions de feina i de graus de compliment, en el seu àmbit de funcions.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368415.mp3	"El preu consignat és indiscutible no admetent-se cap prova d'insuficiència."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368469.mp3	"En el cas de títols expedits a l'estranger, caldrà la corresponent homologació."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368473.mp3	Això és el que en sé.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368476.mp3	A tot diu que sí i a vegades té problemes per posar límits.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368523.mp3	I acabo, presidenta.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368525.mp3	"Aquest és un acte de tràmit, no posa fi a la via administrativa i no és susceptible d'impugnació separada."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368538.mp3	"El cor se m'accelera."	3	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368540.mp3	Baixem.	3	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368547.mp3	Endavant.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368556.mp3	Això és el que hem fet.	2	1	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368576.mp3	"D'aquesta manera, l'actual posició Rubí dos passarà a ser una nova posició per servei."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368584.mp3	"La competència per a l'aprovació inicial dels reglaments és de la Junta de Govern."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368610.mp3	En cap cas podran ser cedides per interessos privats o comercials.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368617.mp3	Miri!	3	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368659.mp3	"Durant les proves d'accés tots els aspirants tindran accés als vestuaris."	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368688.mp3	Coordina accions promocionals i de difusió dels productes agroalimentaris.	2	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368715.mp3	Es respectaran les condicions més favorables i beneficioses que tingui actualment el treballador.	3	0	fourties	male	valencian
35b962b08846ed7d8a4cc47582a4e607f5ff4136042ce0b1adb55d1e8d58e2dc1abc5807b3601a7f7be1ada5939e1771e128fc916c1b5d39ed3619e251707952	common_voice_ca_17368716.mp3	"Segurament les plantes tenen memòria, i en la seua genètica l'estramoni ens guarda una rancúnia especial."	2	0	fourties	male	valencian
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368858.mp3	Teva.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368875.mp3	Gregal matiner, gregal trapasser.	3	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368880.mp3	Iniciada la vista oral, el president comprova la identitat de la part compareixent i la qualitat amb què intervé.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368883.mp3	Les persones becades hauran de guardar el degut secret i confidencialitat dels assumptes en què intervinga.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368901.mp3	Els esqueixos viatjaven de punta a punta dels límits locals.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368939.mp3	A la tardor, el dia porta espardenyes.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368963.mp3	Correccions que només poden fer-se mitjançant el maquillatge.	3	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17368987.mp3	També assistirà a les seves sessions la Gerent de la corporació, la qual assistirà amb veu i sense vot.	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17369024.mp3	"En els projectes de línies elèctriques, la principal mesura preventiva consisteix en l'adequat disseny del traçat."	2	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17369182.mp3	"En això els hàbits i els sentiments estan d'acord amb els interessos."	3	0	thirties	male	central
19c0e377b3f68105f619741a75de8d1c8febf4848ffc87aadd38eebe26080e81b8923a8a6946aea08d67f9734fd6c76f49c48544cae95ae0d57af85879f47675	common_voice_ca_17369224.mp3	Per Sant Joan, garbes al camp.	3	0	thirties	male	central
